Age,Education,Marital Status,Parental Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total_Purchases,NumWebVisitsMonth,cluster
-0.4583825596613189,-1.346874289515838,-1.5846046153011974,-1.2645053004571831,0.2996510572024952,1.9767445584266148,0.3070392634922745,1.488352834629621,2.697674657033976,-0.5507847897348009,0.5098880888240347,1.3228108828786034,0.7244521770683133,1.062784487923904,1.487681220814584,1.504405896176885,1.4939889546850804,1.4742001074283535,1.196800751197426,1.0053405766871946,1.3153646312808642,1
-0.4583825596613189,-1.346874289515838,0.631072250038804,1.3963607145959784,-0.2638077892175138,-1.667010744507906,-0.383664176349749,-1.1564083221011656,-0.5940043821746521,-1.1661254027053516,-0.1401684387603921,-1.1556760717907058,-0.1273971020041392,-1.21154501228296,-1.0011211767589967,-1.3765021176230925,-0.8891432332470557,-0.9876476363524318,-0.9670338719550224,1.239520776205469,-1.4414173144723623,0
-0.4583825596613189,0.7424597884034674,-1.5846046153011974,-1.2645053004571831,0.9434197493772978,-0.1724680847936287,-0.7980862402549632,1.488352834629621,-0.2282622667070269,1.2952370491768512,-0.790224966344819,0.8010241555798014,-0.5533217415403656,0.7489175420545008,1.1458769718742816,0.4564284549203535,1.435811588744524,0.5797036139786855,0.4736418202207396,0.3612231297196099,0.6611700400983488,1
-0.4583825596613189,0.7424597884034674,0.631072250038804,0.0659277070693975,-1.2048805683239523,-1.925433106418156,-0.7980862402549632,-0.7785852997110532,-0.9597464976422776,-0.5507847897348009,-0.1401684387603921,-0.8947827081413049,0.298527537532087,-1.21154501228296,-0.4033113699413238,-0.7222334918275939,-0.1108277886620367,-0.5427534963289251,-1.0690401037981598,-1.3150141479621276,-1.117211153602774,0
1.5334252650551785,0.7424597884034674,0.631072250038804,0.0659277070693975,0.3070561887265838,-0.8228310289344238,1.550305455207917,0.354883767459284,0.1374798487605983,0.0645558232357498,1.8100011439928885,0.5401307919304005,-0.1273971020041392,0.1237116264619129,1.0580751192642692,0.4062776395690398,0.8322905094409756,0.7417985130525021,-0.3689485910126012,-1.0334283753414453,0.1793219122539103,2
0.5375213526969298,0.7424597884034674,0.631072250038804,0.0659277070693975,0.5086668663501583,-0.2543018327318744,-1.143437960175975,0.7327067898493965,0.5032219642282236,1.2952370491768512,-0.1401684387603921,0.931470837404502,0.298527537532087,0.9026644388817364,1.0423075538286457,0.2807126849696021,-1.502516265334687,1.0322040194827438,-0.4189120477563542,0.1952870148849785,0.594492697478949,2
-0.4583825596613189,-1.346874289515838,0.631072250038804,0.0659277070693975,0.1800701268489864,1.037809976819374,-0.5218048643181538,1.1105298122395089,0.1374798487605983,0.3722261297210252,1.1599446164084617,0.8010241555798014,0.298527537532087,0.3240198055240545,1.3373060836487205,0.6328767256975072,0.8877576738902685,1.134932751743166,0.0895247463277802,-0.1431510998570178,0.4379547028577144,2
1.5334252650551785,0.7424597884034674,0.631072250038804,0.0659277070693975,-0.8796280817691431,-0.1035554549508954,-0.5908752083023561,-0.0229392549308283,-0.9597464976422776,-0.5507847897348009,-0.1401684387603921,-0.6338893444919039,1.1503768166045396,-0.3579673663502759,0.1195251469601884,-0.087511095337213,-0.7218878480058211,-0.9876476363524318,-0.0414105012169098,-1.4105971939373678,-0.4530230104543457,0
1.5334252650551785,0.7424597884034674,0.631072250038804,0.0659277070693975,-1.0278740373771886,0.1548669069593542,-1.0398324441996714,-0.4007622773209408,-0.9597464976422776,-1.1661254027053516,-0.790224966344819,-1.1556760717907058,1.576301456140766,-1.1244072072666649,-1.446457507557446,-0.614226040951609,-0.7218878480058211,-0.5427534963289251,-1.4942846682131428,-0.403179908787789,-1.18890155545701,0
1.5334252650551785,0.7424597884034674,0.631072250038804,1.3963607145959784,-2.2080609021485538,-1.0511041152884777,0.6523909834132863,-1.1564083221011656,-0.9597464976422776,-1.7814660156759023,-0.790224966344819,-1.6774627990895077,3.280000014285671,-0.8440819050002462,-1.446457507557446,-1.3765021176230925,-1.1201354491409816,-0.9876476363524318,-0.4716855501413819,1.5461261100809456,-1.1571674083194297,0
