Age,Education,Marital Status,Parental Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total_Purchases,NumWebVisitsMonth
-0.4583825596613189,-1.346874289515838,-1.5846046153011974,-1.2645053004571831,0.2996510572024952,1.9767445584266148,0.30703926349227456,1.4883528346296213,2.6976746570339754,-0.5507847897348009,0.5098880888240347,1.3228108828786034,0.7244521770683133,1.0627844879239041,1.487681220814584,1.504405896176885,1.4939889546850804,1.4742001074283535,1.196800751197426,1.0053405766871946,1.3153646312808642
-0.4583825596613189,-1.346874289515838,0.631072250038804,1.3963607145959784,-0.2638077892175138,-1.667010744507906,-0.38366417634974903,-1.1564083221011656,-0.5940043821746521,-1.1661254027053516,-0.14016843876039214,-1.1556760717907058,-0.12739710200413928,-1.21154501228296,-1.0011211767589967,-1.3765021176230923,-0.8891432332470557,-0.9876476363524318,-0.9670338719550223,1.239520776205469,-1.4414173144723623
-0.4583825596613189,0.7424597884034674,-1.5846046153011974,-1.2645053004571831,0.9434197493772978,-0.1724680847936287,-0.7980862402549632,1.4883528346296213,-0.2282622667070269,1.2952370491768512,-0.790224966344819,0.8010241555798014,-0.5533217415403656,0.7489175420545008,1.1458769718742816,0.4564284549203535,1.435811588744524,0.5797036139786855,0.47364182022073964,0.3612231297196099,0.6611700400983488
-0.4583825596613189,0.7424597884034674,0.631072250038804,0.06592770706939752,-1.2048805683239525,-1.925433106418156,-0.7980862402549632,-0.7785852997110532,-0.9597464976422775,-0.5507847897348009,-0.14016843876039214,-0.8947827081413049,0.29852753753208705,-1.21154501228296,-0.4033113699413238,-0.7222334918275939,-0.11082778866203676,-0.5427534963289251,-1.0690401037981598,-1.3150141479621276,-1.117211153602774
1.5334252650551785,0.7424597884034674,0.631072250038804,0.06592770706939752,0.3070561887265838,-0.8228310289344238,1.550305455207917,0.35488376745928407,0.13747984876059838,0.06455582323574982,1.8100011439928883,0.5401307919304005,-0.12739710200413928,0.12371162646191294,1.0580751192642692,0.40627763956903984,0.8322905094409756,0.7417985130525021,-0.3689485910126012,-1.0334283753414453,0.17932191225391034
0.5375213526969298,0.7424597884034674,0.631072250038804,0.06592770706939752,0.5086668663501583,-0.25430183273187446,-1.143437960175975,0.7327067898493965,0.5032219642282236,1.2952370491768512,-0.14016843876039214,0.9314708374045019,0.29852753753208705,0.9026644388817365,1.0423075538286455,0.2807126849696021,-1.502516265334687,1.0322040194827438,-0.4189120477563542,0.19528701488497857,0.594492697478949
-0.4583825596613189,-1.346874289515838,0.631072250038804,0.06592770706939752,0.1800701268489864,1.037809976819374,-0.5218048643181538,1.1105298122395089,0.13747984876059838,0.3722261297210252,1.1599446164084615,0.8010241555798014,0.29852753753208705,0.32401980552405457,1.3373060836487203,0.6328767256975072,0.8877576738902685,1.134932751743166,0.08952474632778024,-0.14315109985701782,0.4379547028577144
1.5334252650551785,0.7424597884034674,0.631072250038804,0.06592770706939752,-0.8796280817691431,-0.10355545495089545,-0.5908752083023561,-0.02293925493082834,-0.9597464976422775,-0.5507847897348009,-0.14016843876039214,-0.6338893444919039,1.1503768166045396,-0.35796736635027593,0.11952514696018847,-0.08751109533721303,-0.7218878480058211,-0.9876476363524318,-0.04141050121690982,-1.4105971939373678,-0.4530230104543457
1.5334252650551785,0.7424597884034674,0.631072250038804,0.06592770706939752,-1.0278740373771886,0.15486690695935426,-1.0398324441996714,-0.4007622773209408,-0.9597464976422775,-1.1661254027053516,-0.790224966344819,-1.1556760717907058,1.576301456140766,-1.1244072072666649,-1.446457507557446,-0.614226040951609,-0.7218878480058211,-0.5427534963289251,-1.4942846682131428,-0.40317990878778903,-1.18890155545701
1.5334252650551785,0.7424597884034674,0.631072250038804,1.3963607145959784,-2.2080609021485538,-1.0511041152884777,0.6523909834132863,-1.1564083221011656,-0.9597464976422775,-1.7814660156759023,-0.790224966344819,-1.6774627990895077,3.280000014285671,-0.8440819050002462,-1.446457507557446,-1.3765021176230923,-1.1201354491409816,-0.9876476363524318,-0.4716855501413819,1.5461261100809456,-1.1571674083194297
